title	collection	permalink	excerpt	date	venue	paperurl	link	citation
"Role of Plasmodium falciparum Protein GEXP07 in Maurer’s Cleft Morphology, Knob Architecture, and P. falciparum EMP1 Trafficking"	publications	/publication/2020-role-of-plasmodium		17/3/20	mBio	https://mbio.asm.org/content/mbio/11/2/e03320-19.full.pdf	https://doi.org/10.1128/mBio.03320-19	"McHugh E, Carmo OMS, Blanch A, Looker O, Liu B, Tiash S, Andrew D, Batinovic S, Low AJY, Cho H-J, McMillan P, Tilley L, Dixon MWA. 2020. Role of Plasmodium falciparum protein GEXP07 in Maurer’s cleft morphology, knob architecture, and P. falciparum EMP1 trafficking. mBio 11:e03320-19"
